obs_id,zone_id,timestamp,source,value_db,category_tag
OBS000118,Z03,2025-10-12T18:05:00Z,sensor,63.2,music
OBS000119,Z02,2025-11-26T05:32:00Z,report,43.7,machinery
OBS000120,Z03,2025-11-03T23:29:00Z,sensor,51.7,sports
OBS000121,Z04,2025-11-20T20:50:00Z,sensor,57.8,other
OBS000122,Z06,2025-11-26T10:53:00Z,report,58.3,other
OBS000123,Z04,2025-10-21T00:49:00Z,report,39.1,other
OBS000124,Z08,2025-10-07T22:23:00Z,report,58.2,traffic
OBS000125,Z03,2025-10-15T08:38:00Z,sensor,54.1,event
OBS000126,Z12,2025-10-27T21:47:00Z,sensor,59.8,machinery
OBS000127,Z03,2025-11-21T12:50:00Z,sensor,61.9,traffic
OBS000128,Z03,2025-11-24T05:25:00Z,sensor,35.4,other
OBS000129,Z08,2025-10-01T10:30:00Z,sensor,64.7,voices
OBS000130,Z04,2025-11-02T04:14:00Z,sensor,38.0,event
OBS000131,Z01,2025-10-27T07:07:00Z,sensor,57.7,traffic
OBS000132,Z02,2025-10-14T23:49:00Z,report,52.8,music
OBS000133,Z10,2025-10-08T13:14:00Z,sensor,60.6,other
OBS000134,Z02,2025-10-22T06:28:00Z,sensor,52.7,voices
OBS000135,Z03,2025-11-29T09:40:00Z,report,59.6,event
OBS000136,Z06,2025-10-21T08:40:00Z,report,55.9,event
OBS000137,Z08,2025-11-02T16:24:00Z,sensor,70.6,sports
OBS000138,Z12,2025-11-14T06:57:00Z,report,49.4,music
OBS000139,Z01,2025-10-23T21:48:00Z,sensor,70.6,traffic
OBS000140,Z09,2025-12-01T05:20:00Z,sensor,47.7,other
OBS000141,Z01,2025-11-30T15:13:00Z,report,58.9,traffic
OBS000142,Z10,2025-10-16T20:41:00Z,report,67.5,construction
OBS000143,Z02,2025-11-01T07:50:00Z,sensor,55.2,voices
OBS000144,Z03,2025-10-19T22:55:00Z,sensor,50.9,traffic
OBS000145,Z07,2025-10-18T22:40:00Z,sensor,58.8,traffic
OBS000146,Z09,2025-10-03T07:46:00Z,sensor,60.2,traffic
OBS000147,Z03,2025-11-08T09:39:00Z,sensor,59.1,sports
OBS000148,Z08,2025-11-01T16:03:00Z,sensor,62.4,traffic
OBS000149,Z09,2025-10-04T05:50:00Z,sensor,50.8,music
OBS000150,Z10,2025-10-18T13:18:00Z,sensor,57.0,music
OBS000151,Z07,2025-11-27T05:17:00Z,sensor,51.1,sports
OBS000152,Z04,2025-10-16T02:13:00Z,sensor,42.5,sports
OBS000153,Z04,2025-10-10T03:04:00Z,sensor,44.3,traffic
OBS000154,Z04,2025-10-31T20:03:00Z,sensor,67.0,voices
OBS000155,Z06,2025-12-02T02:18:00Z,sensor,49.7,sports
OBS000156,Z04,2025-10-16T05:59:00Z,sensor,37.3,machinery
OBS000157,Z05,2025-11-12T08:16:00Z,sensor,55.0,event
OBS000158,Z09,2025-11-17T23:34:00Z,sensor,59.6,traffic
OBS000159,Z12,2025-10-15T23:18:00Z,sensor,48.2,music
OBS000160,Z07,2025-11-15T21:03:00Z,sensor,70.7,construction
OBS000161,Z08,2025-10-24T04:05:00Z,report,42.2,traffic
OBS000162,Z05,2025-11-09T20:02:00Z,sensor,65.1,machinery
OBS000163,Z05,2025-11-09T21:53:00Z,sensor,67.7,event
OBS000164,Z11,2025-11-03T18:05:00Z,sensor,69.2,voices
OBS000165,Z07,2025-10-06T16:31:00Z,sensor,60.1,music
OBS000166,Z11,2025-11-22T14:58:00Z,sensor,67.0,event
OBS000167,Z12,2025-10-21T05:01:00Z,sensor,38.5,traffic
OBS000168,Z08,2025-10-12T18:00:00Z,sensor,69.9,machinery
OBS000169,Z09,2025-10-03T13:39:00Z,sensor,61.9,event
OBS000170,Z02,2025-11-07T05:25:00Z,report,42.4,music
OBS000171,Z03,2025-11-12T16:28:00Z,sensor,54.2,sports
OBS000172,Z12,2025-10-02T01:04:00Z,sensor,33.4,event
OBS000173,Z12,2025-11-02T06:17:00Z,sensor,46.8,music
OBS000174,Z02,2025-10-15T06:27:00Z,sensor,54.4,machinery
OBS000175,Z10,2025-11-10T15:30:00Z,sensor,58.7,event
OBS000176,Z07,2025-10-11T23:38:00Z,sensor,56.6,sports
OBS000177,Z12,2025-11-13T12:41:00Z,sensor,55.0,music
OBS000178,Z02,2025-10-25T08:44:00Z,report,62.3,traffic
OBS000179,Z12,2025-11-29T00:20:00Z,sensor,37.0,event
OBS000180,Z02,2025-10-09T15:55:00Z,sensor,61.7,traffic
OBS000181,Z02,2025-10-22T11:41:00Z,sensor,59.2,sports
OBS000182,Z12,2025-10-08T03:34:00Z,sensor,38.3,voices
OBS000183,Z04,2025-11-28T06:08:00Z,sensor,52.3,voices
OBS000184,Z01,2025-11-25T06:32:00Z,report,57.3,sports
OBS000185,Z02,2025-10-17T06:00:00Z,sensor,51.3,music
OBS000186,Z03,2025-11-11T13:53:00Z,sensor,62.7,music
OBS000187,Z07,2025-11-21T11:38:00Z,sensor,64.2,construction
OBS000188,Z10,2025-11-04T23:27:00Z,report,52.7,construction
OBS000189,Z01,2025-11-03T08:49:00Z,report,60.3,traffic
OBS000190,Z06,2025-10-16T05:40:00Z,sensor,40.1,traffic
OBS000191,Z03,2025-10-06T20:46:00Z,sensor,65.5,event
OBS000192,Z03,2025-11-26T12:35:00Z,sensor,50.0,sports
OBS000193,Z04,2025-11-26T17:25:00Z,report,62.8,traffic
OBS000194,Z04,2025-11-09T21:14:00Z,report,58.4,other
OBS000195,Z07,2025-10-22T08:36:00Z,sensor,58.5,construction
OBS000196,Z03,2025-10-23T00:00:00Z,report,44.7,event
OBS000197,Z08,2025-11-15T17:38:00Z,sensor,65.5,sports
OBS000198,Z08,2025-11-26T12:25:00Z,report,57.8,traffic
OBS000199,Z11,2025-11-25T21:16:00Z,sensor,77.6,construction
OBS000200,Z07,2025-11-19T03:10:00Z,report,53.1,traffic
OBS000201,Z02,2025-11-10T10:45:00Z,sensor,61.9,music
OBS000202,Z05,2025-10-06T07:13:00Z,sensor,58.5,voices
OBS000203,Z06,2025-10-11T04:22:00Z,report,48.7,event
OBS000204,Z12,2025-11-26T14:36:00Z,sensor,56.7,traffic
OBS000205,Z10,2025-11-08T04:55:00Z,sensor,42.8,sports
OBS000206,Z04,2025-10-01T13:54:00Z,sensor,61.5,music
OBS000207,Z10,2025-10-07T09:25:00Z,sensor,61.0,construction
OBS000208,Z05,2025-11-11T19:12:00Z,sensor,71.0,other
OBS000209,Z09,2025-10-01T07:39:00Z,sensor,58.3,traffic
OBS000210,Z11,2025-10-11T03:08:00Z,sensor,44.5,music
OBS000211,Z07,2025-11-04T13:41:00Z,report,69.2,traffic
OBS000212,Z02,2025-11-13T14:08:00Z,sensor,62.8,traffic
OBS000213,Z11,2025-11-11T01:45:00Z,sensor,47.5,event
OBS000214,Z01,2025-10-15T03:05:00Z,sensor,47.0,traffic
OBS000215,Z02,2025-11-14T20:48:00Z,sensor,67.7,sports
OBS000216,Z03,2025-10-15T22:43:00Z,sensor,46.7,event
OBS000217,Z11,2025-10-21T12:00:00Z,sensor,60.9,traffic
OBS000218,Z02,2025-11-17T00:41:00Z,sensor,40.3,machinery
OBS000219,Z11,2025-11-10T22:14:00Z,sensor,56.3,traffic
OBS000220,Z03,2025-11-23T12:01:00Z,sensor,57.3,music
OBS000221,Z10,2025-11-11T10:18:00Z,sensor,58.6,traffic
OBS000222,Z11,2025-11-05T19:16:00Z,sensor,67.0,sports
OBS000223,Z11,2025-10-06T21:38:00Z,report,64.0,event
OBS000224,Z12,2025-10-24T03:59:00Z,sensor,30.0,other
OBS000225,Z12,2025-10-17T16:59:00Z,sensor,57.6,machinery
OBS000226,Z09,2025-10-16T08:54:00Z,sensor,61.1,construction
OBS000227,Z04,2025-12-01T07:11:00Z,sensor,49.9,construction
OBS000228,Z12,2025-10-25T18:21:00Z,sensor,67.1,music
OBS000229,Z09,2025-11-26T04:46:00Z,sensor,44.0,music
OBS000230,Z11,2025-11-09T18:16:00Z,sensor,72.4,traffic
OBS000231,Z03,2025-11-20T01:45:00Z,sensor,37.2,traffic
OBS000232,Z12,2025-11-01T15:59:00Z,sensor,57.6,traffic
OBS000233,Z01,2025-11-06T08:16:00Z,report,65.5,traffic
OBS000234,Z11,2025-11-01T00:41:00Z,sensor,41.6,traffic
OBS000235,Z05,2025-10-13T07:12:00Z,sensor,55.6,music
OBS000236,Z10,2025-11-15T12:20:00Z,sensor,65.9,other
OBS000237,Z10,2025-10-18T16:31:00Z,sensor,66.2,construction
OBS000238,Z02,2025-10-02T12:45:00Z,sensor,67.1,traffic
OBS000239,Z04,2025-11-10T15:57:00Z,sensor,57.7,event
OBS000240,Z02,2025-10-12T03:47:00Z,sensor,40.7,construction
OBS000241,Z02,2025-11-29T05:58:00Z,sensor,48.3,voices
OBS000242,Z03,2025-11-30T02:20:00Z,sensor,45.0,voices
OBS000243,Z05,2025-11-27T15:16:00Z,report,63.9,construction
OBS000244,Z04,2025-10-24T07:40:00Z,sensor,49.2,traffic
OBS000245,Z02,2025-10-01T23:22:00Z,sensor,51.4,traffic
OBS000246,Z11,2025-11-28T11:37:00Z,report,58.6,voices
OBS000247,Z10,2025-10-27T23:24:00Z,sensor,53.4,event
OBS000248,Z02,2025-11-30T21:34:00Z,sensor,69.6,event
OBS000249,Z06,2025-11-30T16:59:00Z,report,63.4,event
OBS000250,Z07,2025-11-23T17:45:00Z,sensor,72.9,machinery
OBS000251,Z12,2025-10-19T13:12:00Z,sensor,53.4,voices
OBS000252,Z10,2025-10-25T06:16:00Z,sensor,50.4,traffic
OBS000253,Z06,2025-11-23T14:55:00Z,sensor,63.8,sports
OBS000254,Z07,2025-10-20T23:11:00Z,sensor,51.6,music
OBS000255,Z01,2025-10-11T16:16:00Z,sensor,63.8,music
OBS000256,Z06,2025-11-05T01:53:00Z,sensor,45.9,music
OBS000257,Z11,2025-11-28T23:27:00Z,sensor,55.3,event
OBS000258,Z03,2025-11-13T20:23:00Z,sensor,65.1,music
OBS000259,Z01,2025-11-05T21:55:00Z,report,71.5,sports
OBS000260,Z08,2025-10-07T02:55:00Z,sensor,43.4,machinery
OBS000261,Z04,2025-11-08T17:53:00Z,sensor,60.5,traffic
OBS000262,Z10,2025-12-02T08:57:00Z,sensor,47.4,voices
OBS000263,Z08,2025-10-09T19:48:00Z,sensor,67.5,voices
OBS000264,Z10,2025-11-02T15:42:00Z,sensor,54.2,sports
OBS000265,Z11,2025-11-25T06:35:00Z,sensor,62.3,sports
OBS000266,Z04,2025-11-16T16:02:00Z,sensor,58.5,traffic
OBS000267,Z04,2025-11-13T21:53:00Z,sensor,60.6,traffic
OBS000268,Z12,2025-11-14T06:09:00Z,report,54.6,music
OBS000269,Z10,2025-10-23T15:33:00Z,sensor,56.3,traffic
OBS000270,Z04,2025-10-19T11:54:00Z,sensor,63.7,sports
OBS000271,Z06,2025-11-20T23:45:00Z,sensor,56.3,voices
OBS000272,Z09,2025-11-21T00:53:00Z,sensor,46.8,construction
OBS000273,Z05,2025-11-24T15:00:00Z,sensor,56.7,traffic
OBS000274,Z12,2025-11-27T12:49:00Z,report,52.7,traffic
OBS000275,Z10,2025-11-02T05:08:00Z,sensor,43.1,other
OBS000276,Z08,2025-11-01T14:17:00Z,report,67.1,music
OBS000277,Z08,2025-11-20T07:01:00Z,sensor,58.0,voices
OBS000278,Z04,2025-11-10T22:44:00Z,report,47.2,traffic
OBS000279,Z11,2025-11-14T05:22:00Z,report,42.7,construction
OBS000280,Z10,2025-11-20T03:14:00Z,report,49.1,traffic
OBS000281,Z09,2025-11-26T01:41:00Z,sensor,49.5,other
OBS000282,Z09,2025-10-22T07:02:00Z,sensor,59.4,traffic
OBS000283,Z05,2025-10-24T15:52:00Z,sensor,62.6,music
OBS000284,Z06,2025-10-06T22:06:00Z,sensor,54.9,traffic
OBS000285,Z05,2025-11-06T10:21:00Z,sensor,69.1,other
OBS000286,Z03,2025-10-03T06:20:00Z,sensor,51.9,event
OBS000287,Z11,2025-10-30T07:59:00Z,sensor,53.3,music
OBS000288,Z08,2025-11-04T04:28:00Z,report,41.6,music
OBS000289,Z09,2025-10-19T01:15:00Z,report,55.3,other
OBS000290,Z04,2025-11-07T05:20:00Z,report,36.5,traffic
OBS000291,Z09,2025-10-02T22:06:00Z,sensor,60.8,traffic
OBS000292,Z09,2025-10-03T08:28:00Z,sensor,62.2,traffic
OBS000293,Z07,2025-11-21T19:46:00Z,sensor,79.5,other
OBS000294,Z08,2025-10-23T16:36:00Z,sensor,64.8,voices
OBS000295,Z03,2025-10-09T00:06:00Z,sensor,35.1,machinery
OBS000296,Z05,2025-11-02T21:37:00Z,sensor,68.5,traffic
OBS000297,Z03,2025-11-18T12:13:00Z,sensor,61.8,other
OBS000298,Z07,2025-10-14T14:19:00Z,sensor,60.9,music
OBS000299,Z06,2025-11-09T05:48:00Z,report,49.6,event
OBS000300,Z11,2025-10-06T09:02:00Z,sensor,62.5,machinery
OBS000301,Z03,2025-10-04T06:08:00Z,report,53.1,traffic
OBS000302,Z09,2025-11-03T11:24:00Z,sensor,71.1,construction
OBS000303,Z12,2025-11-04T01:26:00Z,report,36.1,construction
OBS000304,Z01,2025-11-10T03:47:00Z,sensor,42.6,other
OBS000305,Z10,2025-11-15T17:51:00Z,sensor,71.4,construction
OBS000306,Z03,2025-12-01T11:29:00Z,sensor,59.9,traffic
OBS000307,Z11,2025-11-02T12:38:00Z,report,67.4,music
OBS000308,Z10,2025-10-21T08:18:00Z,sensor,57.2,construction
OBS000309,Z11,2025-11-20T02:19:00Z,sensor,48.7,traffic
OBS000310,Z07,2025-10-18T01:29:00Z,sensor,49.1,music
OBS000311,Z03,2025-10-28T15:43:00Z,report,60.6,machinery
OBS000312,Z03,2025-10-05T22:37:00Z,sensor,41.0,music
OBS000313,Z02,2025-10-02T14:19:00Z,report,62.9,event
OBS000314,Z09,2025-11-30T15:31:00Z,sensor,64.0,voices
OBS000315,Z11,2025-11-22T16:00:00Z,sensor,57.5,other
OBS000316,Z04,2025-11-13T20:18:00Z,sensor,64.3,construction
OBS000317,Z10,2025-10-26T18:20:00Z,sensor,64.7,voices
OBS000318,Z06,2025-10-11T22:01:00Z,sensor,57.3,construction
OBS000319,Z02,2025-10-10T20:31:00Z,sensor,74.9,sports
OBS000320,Z09,2025-10-16T18:22:00Z,sensor,70.9,voices
OBS000321,Z07,2025-11-04T14:25:00Z,sensor,65.8,traffic
OBS000322,Z10,2025-11-15T00:28:00Z,sensor,43.5,traffic
OBS000323,Z05,2025-11-11T14:13:00Z,sensor,60.4,other
OBS000324,Z07,2025-10-18T15:15:00Z,sensor,60.7,music
OBS000325,Z04,2025-11-30T03:45:00Z,sensor,40.9,machinery
OBS000326,Z10,2025-11-16T11:42:00Z,sensor,50.9,machinery
OBS000327,Z07,2025-11-04T22:10:00Z,sensor,54.3,sports
OBS000328,Z02,2025-11-08T12:55:00Z,sensor,67.1,event
OBS000329,Z07,2025-10-27T10:26:00Z,sensor,67.4,traffic
OBS000330,Z04,2025-10-16T14:34:00Z,sensor,66.0,event
OBS000331,Z04,2025-10-23T10:13:00Z,sensor,59.5,sports
OBS000332,Z01,2025-11-17T17:51:00Z,sensor,64.6,voices
OBS000333,Z12,2025-10-01T21:45:00Z,report,64.0,event
OBS000334,Z03,2025-10-08T07:30:00Z,sensor,54.8,sports
OBS000335,Z05,2025-10-03T21:33:00Z,report,67.9,music
OBS000336,Z05,2025-10-03T13:34:00Z,sensor,60.1,voices
OBS000337,Z02,2025-11-23T21:27:00Z,sensor,68.8,event
OBS000338,Z04,2025-11-14T07:55:00Z,report,43.0,voices
OBS000339,Z01,2025-10-30T20:57:00Z,report,66.3,event
OBS000340,Z09,2025-10-07T03:55:00Z,sensor,45.9,sports
OBS000341,Z01,2025-10-31T23:19:00Z,sensor,57.3,traffic
OBS000342,Z06,2025-10-30T19:53:00Z,report,75.5,voices
OBS000343,Z07,2025-10-11T21:52:00Z,report,71.6,other
OBS000344,Z03,2025-10-28T07:59:00Z,report,52.0,music
OBS000345,Z12,2025-10-26T02:32:00Z,sensor,38.9,traffic
OBS000346,Z01,2025-11-08T19:09:00Z,sensor,76.9,construction
OBS000347,Z07,2025-11-10T00:15:00Z,sensor,44.8,machinery
OBS000348,Z03,2025-10-03T20:29:00Z,report,71.2,construction
OBS000349,Z10,2025-10-24T14:24:00Z,sensor,57.2,voices
OBS000350,Z12,2025-11-09T10:18:00Z,sensor,55.5,voices
OBS000351,Z12,2025-11-01T16:44:00Z,sensor,56.5,traffic
OBS000352,Z06,2025-11-23T23:00:00Z,sensor,52.4,traffic
OBS000353,Z12,2025-11-11T11:56:00Z,report,50.2,event
OBS000354,Z06,2025-10-11T06:21:00Z,sensor,50.9,construction
OBS000355,Z12,2025-10-05T10:41:00Z,sensor,54.7,sports
OBS000356,Z04,2025-11-10T11:20:00Z,sensor,53.8,construction
OBS000357,Z12,2025-10-02T16:05:00Z,sensor,56.5,music
OBS000358,Z11,2025-11-06T21:41:00Z,sensor,69.7,other
OBS000359,Z06,2025-11-29T05:37:00Z,sensor,53.4,traffic
OBS000360,Z11,2025-11-06T06:07:00Z,sensor,58.3,machinery
OBS000361,Z10,2025-10-25T10:54:00Z,report,58.6,traffic
OBS000362,Z04,2025-11-10T12:39:00Z,sensor,49.5,construction
OBS000363,Z08,2025-10-29T20:52:00Z,report,72.6,other
OBS000364,Z09,2025-11-04T08:58:00Z,sensor,60.8,other
OBS000365,Z02,2025-11-29T07:29:00Z,report,59.5,voices
OBS000366,Z07,2025-10-25T07:47:00Z,sensor,60.9,event
OBS000367,Z09,2025-11-30T13:19:00Z,sensor,64.1,sports
OBS000368,Z09,2025-11-27T00:53:00Z,sensor,48.4,event
OBS000369,Z12,2025-10-13T08:02:00Z,sensor,50.2,music
OBS000370,Z05,2025-10-05T08:52:00Z,sensor,55.9,voices
OBS000371,Z01,2025-10-07T08:22:00Z,sensor,62.2,event
OBS000372,Z06,2025-10-02T03:33:00Z,sensor,50.9,traffic
OBS000373,Z08,2025-10-06T22:47:00Z,report,47.1,event
OBS000374,Z01,2025-11-13T00:42:00Z,sensor,39.5,traffic
OBS000375,Z02,2025-10-05T11:38:00Z,sensor,59.8,sports
OBS000376,Z01,2025-10-21T02:17:00Z,report,47.0,traffic
OBS000377,Z05,2025-11-23T05:27:00Z,report,43.4,traffic
OBS000378,Z02,2025-10-02T11:11:00Z,sensor,60.0,sports
OBS000379,Z10,2025-11-21T07:28:00Z,sensor,56.1,event
OBS000380,Z10,2025-10-18T18:09:00Z,sensor,66.9,traffic
OBS000381,Z04,2025-10-08T10:39:00Z,sensor,55.7,event
OBS000382,Z01,2025-11-13T21:27:00Z,sensor,61.9,traffic
OBS000383,Z07,2025-11-09T14:57:00Z,report,68.8,traffic
OBS000384,Z08,2025-11-25T06:44:00Z,report,57.1,traffic
OBS000385,Z05,2025-11-16T07:25:00Z,sensor,57.9,construction
OBS000386,Z02,2025-11-20T14:51:00Z,report,59.5,voices
OBS000387,Z08,2025-10-18T18:26:00Z,sensor,74.1,traffic
OBS000388,Z01,2025-10-12T04:17:00Z,sensor,38.6,traffic
OBS000389,Z07,2025-11-17T06:55:00Z,sensor,49.0,sports
OBS000390,Z01,2025-11-20T19:56:00Z,sensor,65.5,sports
OBS000391,Z12,2025-12-02T09:38:00Z,sensor,54.0,traffic
OBS000392,Z06,2025-10-26T23:52:00Z,sensor,69.1,traffic
