decision_id,report_id,decision,reason,timestamp
D043,R400,invalid,Reason for invalid,2026-02-10 09:16:39.551812
D044,R476,valid,Reason for valid,2026-02-10 09:16:39.551816
D045,R192,valid,Reason for valid,2026-02-10 09:16:39.551821
D046,R562,invalid,Reason for invalid,2026-02-10 09:16:39.551825
D047,R197,duplicate,Reason for duplicate,2026-02-10 09:16:39.551829
D048,R518,duplicate,Reason for duplicate,2026-02-10 09:16:39.551834
D049,R102,duplicate,Reason for duplicate,2026-02-10 09:16:39.551838
D050,R247,duplicate,Reason for duplicate,2026-02-10 09:16:39.551842
D051,R289,duplicate,Reason for duplicate,2026-02-10 09:16:39.551846
D052,R174,valid,Reason for valid,2026-02-10 09:16:39.551851
D053,R518,valid,Reason for valid,2026-02-10 09:16:39.551855
D054,R499,duplicate,Reason for duplicate,2026-02-10 09:16:39.551860
D055,R058,duplicate,Reason for duplicate,2026-02-10 09:16:39.551865
D056,R205,invalid,Reason for invalid,2026-02-10 09:16:39.551869
D057,R586,invalid,Reason for invalid,2026-02-10 09:16:39.551873
D058,R014,duplicate,Reason for duplicate,2026-02-10 09:16:39.551879
D059,R377,valid,Reason for valid,2026-02-10 09:16:39.551883
D060,R277,valid,Reason for valid,2026-02-10 09:16:39.551888
D061,R538,invalid,Reason for invalid,2026-02-10 09:16:39.551892
D062,R071,duplicate,Reason for duplicate,2026-02-10 09:16:39.551896
D063,R557,valid,Reason for valid,2026-02-10 09:16:39.551900
D064,R407,valid,Reason for valid,2026-02-10 09:16:39.551905
D065,R340,duplicate,Reason for duplicate,2026-02-10 09:16:39.551909
D066,R504,valid,Reason for valid,2026-02-10 09:16:39.551914
D067,R088,valid,Reason for valid,2026-02-10 09:16:39.551919
D068,R514,duplicate,Reason for duplicate,2026-02-10 09:16:39.551924
D069,R190,duplicate,Reason for duplicate,2026-02-10 09:16:39.551928
D070,R294,valid,Reason for valid,2026-02-10 09:16:39.551932
D071,R052,duplicate,Reason for duplicate,2026-02-10 09:16:39.551936
D072,R597,valid,Reason for valid,2026-02-10 09:16:39.551940
D073,R359,invalid,Reason for invalid,2026-02-10 09:16:39.551945
D074,R472,invalid,Reason for invalid,2026-02-10 09:16:39.551949
D075,R522,invalid,Reason for invalid,2026-02-10 09:16:39.551953
D076,R087,duplicate,Reason for duplicate,2026-02-10 09:16:39.551957
D077,R348,duplicate,Reason for duplicate,2026-02-10 09:16:39.551961
D078,R094,invalid,Reason for invalid,2026-02-10 09:16:39.551966
D079,R320,invalid,Reason for invalid,2026-02-10 09:16:39.551970
D080,R366,invalid,Reason for invalid,2026-02-10 09:16:39.551975
D081,R377,valid,Reason for valid,2026-02-10 09:16:39.551979
D082,R435,duplicate,Reason for duplicate,2026-02-10 09:16:39.551983
D083,R253,invalid,Reason for invalid,2026-02-10 09:16:39.551987
D084,R326,valid,Reason for valid,2026-02-10 09:16:39.551991
D085,R142,valid,Reason for valid,2026-02-10 09:16:39.551995
D086,R496,valid,Reason for valid,2026-02-10 09:16:39.551999
D087,R132,invalid,Reason for invalid,2026-02-10 09:16:39.552003
D088,R313,valid,Reason for valid,2026-02-10 09:16:39.552007
D089,R271,invalid,Reason for invalid,2026-02-10 09:16:39.552011
D090,R492,invalid,Reason for invalid,2026-02-10 09:16:39.552016
D091,R176,invalid,Reason for invalid,2026-02-10 09:16:39.552021
D092,R548,valid,Reason for valid,2026-02-10 09:16:39.552025
D093,R166,valid,Reason for valid,2026-02-10 09:16:39.552029
D094,R159,invalid,Reason for invalid,2026-02-10 09:16:39.552034
D095,R078,invalid,Reason for invalid,2026-02-10 09:16:39.552038
D096,R470,valid,Reason for valid,2026-02-10 09:16:39.552043
D097,R394,duplicate,Reason for duplicate,2026-02-10 09:16:39.552047
D098,R109,invalid,Reason for invalid,2026-02-10 09:16:39.552051
D099,R250,invalid,Reason for invalid,2026-02-10 09:16:39.552055
D100,R270,valid,Reason for valid,2026-02-10 09:16:39.552059
D101,R034,duplicate,Reason for duplicate,2026-02-10 09:16:39.552063
D102,R344,duplicate,Reason for duplicate,2026-02-10 09:16:39.552067
D103,R529,valid,Reason for valid,2026-02-10 09:16:39.552072
D104,R251,valid,Reason for valid,2026-02-10 09:16:39.552076
D105,R298,duplicate,Reason for duplicate,2026-02-10 09:16:39.552080
D106,R389,valid,Reason for valid,2026-02-10 09:16:39.552085
D107,R382,valid,Reason for valid,2026-02-10 09:16:39.552089
D108,R063,valid,Reason for valid,2026-02-10 09:16:39.552093
D109,R062,valid,Reason for valid,2026-02-10 09:16:39.552098
D110,R288,valid,Reason for valid,2026-02-10 09:16:39.552102
D111,R225,valid,Reason for valid,2026-02-10 09:16:39.552107
D112,R016,valid,Reason for valid,2026-02-10 09:16:39.552113
D113,R116,valid,Reason for valid,2026-02-10 09:16:39.552118
D114,R068,duplicate,Reason for duplicate,2026-02-10 09:16:39.552122
D115,R435,duplicate,Reason for duplicate,2026-02-10 09:16:39.552126
D116,R315,valid,Reason for valid,2026-02-10 09:16:39.552129
D117,R086,duplicate,Reason for duplicate,2026-02-10 09:16:39.552134
D118,R255,duplicate,Reason for duplicate,2026-02-10 09:16:39.552138
D119,R490,invalid,Reason for invalid,2026-02-10 09:16:39.552142
D120,R029,duplicate,Reason for duplicate,2026-02-10 09:16:39.552146
D121,R344,invalid,Reason for invalid,2026-02-10 09:16:39.552150
D122,R142,invalid,Reason for invalid,2026-02-10 09:16:39.552156
D123,R137,duplicate,Reason for duplicate,2026-02-10 09:16:39.552160
D124,R486,valid,Reason for valid,2026-02-10 09:16:39.552164
D125,R130,duplicate,Reason for duplicate,2026-02-10 09:16:39.552169
D126,R055,invalid,Reason for invalid,2026-02-10 09:16:39.552172
D127,R314,invalid,Reason for invalid,2026-02-10 09:16:39.552177
D128,R478,duplicate,Reason for duplicate,2026-02-10 09:16:39.552181
D129,R485,invalid,Reason for invalid,2026-02-10 09:16:39.552185
D130,R598,invalid,Reason for invalid,2026-02-10 09:16:39.552190
D131,R531,duplicate,Reason for duplicate,2026-02-10 09:16:39.552194
D132,R189,duplicate,Reason for duplicate,2026-02-10 09:16:39.552198
D133,R413,invalid,Reason for invalid,2026-02-10 09:16:39.552202
D134,R447,invalid,Reason for invalid,2026-02-10 09:16:39.552206
D135,R314,valid,Reason for valid,2026-02-10 09:16:39.552210
D136,R066,valid,Reason for valid,2026-02-10 09:16:39.552213
D137,R357,valid,Reason for valid,2026-02-10 09:16:39.552217
D138,R459,invalid,Reason for invalid,2026-02-10 09:16:39.552221
D139,R445,duplicate,Reason for duplicate,2026-02-10 09:16:39.552225
D140,R390,duplicate,Reason for duplicate,2026-02-10 09:16:39.552229
D141,R172,invalid,Reason for invalid,2026-02-10 09:16:39.552233
D142,R458,invalid,Reason for invalid,2026-02-10 09:16:39.552237
D143,R413,valid,Reason for valid,2026-02-10 09:16:39.552241
D144,R223,invalid,Reason for invalid,2026-02-10 09:16:39.552245
D145,R421,invalid,Reason for invalid,2026-02-10 09:16:39.552249
D146,R027,valid,Reason for valid,2026-02-10 09:16:39.552253
D147,R454,valid,Reason for valid,2026-02-10 09:16:39.552257
D148,R109,invalid,Reason for invalid,2026-02-10 09:16:39.552261
D149,R290,duplicate,Reason for duplicate,2026-02-10 09:16:39.552265
D150,R322,valid,Reason for valid,2026-02-10 09:16:39.552269
D151,R365,invalid,Reason for invalid,2026-02-10 09:16:39.552274
D152,R189,valid,Reason for valid,2026-02-10 09:16:39.552280
D153,R047,valid,Reason for valid,2026-02-10 09:16:39.552284
D154,R068,valid,Reason for valid,2026-02-10 09:16:39.552289
D155,R496,valid,Reason for valid,2026-02-10 09:16:39.552294
D156,R289,valid,Reason for valid,2026-02-10 09:16:39.552299
D157,R132,invalid,Reason for invalid,2026-02-10 09:16:39.552303
D158,R379,invalid,Reason for invalid,2026-02-10 09:16:39.552308
D159,R229,valid,Reason for valid,2026-02-10 09:16:39.552313
D160,R142,valid,Reason for valid,2026-02-10 09:16:39.552317
D161,R566,valid,Reason for valid,2026-02-10 09:16:39.552321
D162,R312,valid,Reason for valid,2026-02-10 09:16:39.552326
D163,R218,valid,Reason for valid,2026-02-10 09:16:39.552330
D164,R417,valid,Reason for valid,2026-02-10 09:16:39.552334
D165,R442,duplicate,Reason for duplicate,2026-02-10 09:16:39.552339
D166,R483,duplicate,Reason for duplicate,2026-02-10 09:16:39.552343
D167,R315,duplicate,Reason for duplicate,2026-02-10 09:16:39.552347
D168,R597,duplicate,Reason for duplicate,2026-02-10 09:16:39.552352
D169,R041,duplicate,Reason for duplicate,2026-02-10 09:16:39.552356
D170,R118,valid,Reason for valid,2026-02-10 09:16:39.552360
D171,R540,invalid,Reason for invalid,2026-02-10 09:16:39.552364
D172,R594,duplicate,Reason for duplicate,2026-02-10 09:16:39.552369
D173,R070,valid,Reason for valid,2026-02-10 09:16:39.552373
D174,R121,duplicate,Reason for duplicate,2026-02-10 09:16:39.552378
D175,R506,invalid,Reason for invalid,2026-02-10 09:16:39.552382
D176,R465,valid,Reason for valid,2026-02-10 09:16:39.552386
D177,R246,invalid,Reason for invalid,2026-02-10 09:16:39.552390
D178,R062,valid,Reason for valid,2026-02-10 09:16:39.552394
D179,R507,valid,Reason for valid,2026-02-10 09:16:39.552399
D180,R330,invalid,Reason for invalid,2026-02-10 09:16:39.552403
D181,R378,invalid,Reason for invalid,2026-02-10 09:16:39.552407
D182,R411,valid,Reason for valid,2026-02-10 09:16:39.552411
D183,R187,duplicate,Reason for duplicate,2026-02-10 09:16:39.552416
D184,R309,valid,Reason for valid,2026-02-10 09:16:39.552420
D185,R216,duplicate,Reason for duplicate,2026-02-10 09:16:39.552424
D186,R183,invalid,Reason for invalid,2026-02-10 09:16:39.552429
D187,R310,duplicate,Reason for duplicate,2026-02-10 09:16:39.552434
D188,R522,invalid,Reason for invalid,2026-02-10 09:16:39.552439
D189,R293,invalid,Reason for invalid,2026-02-10 09:16:39.552443
D190,R386,invalid,Reason for invalid,2026-02-10 09:16:39.552448
D191,R595,valid,Reason for valid,2026-02-10 09:16:39.552453
D192,R457,valid,Reason for valid,2026-02-10 09:16:39.552458
D193,R288,duplicate,Reason for duplicate,2026-02-10 09:16:39.552463
D194,R565,duplicate,Reason for duplicate,2026-02-10 09:16:39.552468
D195,R355,valid,Reason for valid,2026-02-10 09:16:39.552472
D196,R532,invalid,Reason for invalid,2026-02-10 09:16:39.552478
D197,R024,duplicate,Reason for duplicate,2026-02-10 09:16:39.552482
D198,R471,invalid,Reason for invalid,2026-02-10 09:16:39.552486
D199,R068,valid,Reason for valid,2026-02-10 09:16:39.552490
D200,R510,invalid,Reason for invalid,2026-02-10 09:16:39.552495
D201,R265,invalid,Reason for invalid,2026-02-10 09:16:39.552499
D202,R315,duplicate,Reason for duplicate,2026-02-10 09:16:39.552504
D203,R051,valid,Reason for valid,2026-02-10 09:16:39.552508
D204,R160,invalid,Reason for invalid,2026-02-10 09:16:39.552512
D205,R500,duplicate,Reason for duplicate,2026-02-10 09:16:39.552516
D206,R522,invalid,Reason for invalid,2026-02-10 09:16:39.552520
D207,R262,valid,Reason for valid,2026-02-10 09:16:39.552525
D208,R283,duplicate,Reason for duplicate,2026-02-10 09:16:39.552529
D209,R237,duplicate,Reason for duplicate,2026-02-10 09:16:39.552533
D210,R210,duplicate,Reason for duplicate,2026-02-10 09:16:39.552537
D211,R400,duplicate,Reason for duplicate,2026-02-10 09:16:39.552541
D212,R054,duplicate,Reason for duplicate,2026-02-10 09:16:39.552545
D213,R317,invalid,Reason for invalid,2026-02-10 09:16:39.552550
D214,R407,invalid,Reason for invalid,2026-02-10 09:16:39.552554
D215,R470,valid,Reason for valid,2026-02-10 09:16:39.552558
D216,R123,invalid,Reason for invalid,2026-02-10 09:16:39.552562
D217,R537,valid,Reason for valid,2026-02-10 09:16:39.552567
D218,R417,valid,Reason for valid,2026-02-10 09:16:39.552572
D219,R539,valid,Reason for valid,2026-02-10 09:16:39.552576
D220,R502,invalid,Reason for invalid,2026-02-10 09:16:39.552580
D221,R452,invalid,Reason for invalid,2026-02-10 09:16:39.552584
D222,R226,duplicate,Reason for duplicate,2026-02-10 09:16:39.552588
D223,R457,duplicate,Reason for duplicate,2026-02-10 09:16:39.552594
D224,R296,invalid,Reason for invalid,2026-02-10 09:16:39.552599
D225,R428,duplicate,Reason for duplicate,2026-02-10 09:16:39.552603
D226,R531,invalid,Reason for invalid,2026-02-10 09:16:39.552609
D227,R299,duplicate,Reason for duplicate,2026-02-10 09:16:39.552617
D228,R129,duplicate,Reason for duplicate,2026-02-10 09:16:39.552622
D229,R241,invalid,Reason for invalid,2026-02-10 09:16:39.552627
D230,R249,invalid,Reason for invalid,2026-02-10 09:16:39.552631
D231,R105,invalid,Reason for invalid,2026-02-10 09:16:39.552636
D232,R529,invalid,Reason for invalid,2026-02-10 09:16:39.552640
D233,R108,duplicate,Reason for duplicate,2026-02-10 09:16:39.552645
D234,R426,duplicate,Reason for duplicate,2026-02-10 09:16:39.552650
D235,R335,duplicate,Reason for duplicate,2026-02-10 09:16:39.552654
D236,R124,valid,Reason for valid,2026-02-10 09:16:39.552659
D237,R344,duplicate,Reason for duplicate,2026-02-10 09:16:39.552664
D238,R361,duplicate,Reason for duplicate,2026-02-10 09:16:39.552669
D239,R449,invalid,Reason for invalid,2026-02-10 09:16:39.552674
D240,R468,invalid,Reason for invalid,2026-02-10 09:16:39.552678
D241,R031,invalid,Reason for invalid,2026-02-10 09:16:39.552683
D242,R472,invalid,Reason for invalid,2026-02-10 09:16:39.552687
D243,R063,duplicate,Reason for duplicate,2026-02-10 09:16:39.552692
D244,R453,invalid,Reason for invalid,2026-02-10 09:16:39.552697
D245,R057,duplicate,Reason for duplicate,2026-02-10 09:16:39.552701
D246,R383,duplicate,Reason for duplicate,2026-02-10 09:16:39.552706
D247,R216,valid,Reason for valid,2026-02-10 09:16:39.552711
D248,R021,valid,Reason for valid,2026-02-10 09:16:39.552715
D249,R497,valid,Reason for valid,2026-02-10 09:16:39.552720
D250,R107,duplicate,Reason for duplicate,2026-02-10 09:16:39.552725
D251,R107,valid,Reason for valid,2026-02-10 09:16:39.552730
D252,R483,valid,Reason for valid,2026-02-10 09:16:39.552734
D253,R360,invalid,Reason for invalid,2026-02-10 09:16:39.552739
D254,R180,valid,Reason for valid,2026-02-10 09:16:39.552745
D255,R188,invalid,Reason for invalid,2026-02-10 09:16:39.552750
D256,R568,duplicate,Reason for duplicate,2026-02-10 09:16:39.552754
D257,R392,duplicate,Reason for duplicate,2026-02-10 09:16:39.552759
D258,R131,duplicate,Reason for duplicate,2026-02-10 09:16:39.552764
D259,R054,duplicate,Reason for duplicate,2026-02-10 09:16:39.552768
D260,R375,duplicate,Reason for duplicate,2026-02-10 09:16:39.552773
D261,R167,duplicate,Reason for duplicate,2026-02-10 09:16:39.552778
D262,R108,duplicate,Reason for duplicate,2026-02-10 09:16:39.552782
D263,R481,duplicate,Reason for duplicate,2026-02-10 09:16:39.552787
D264,R545,duplicate,Reason for duplicate,2026-02-10 09:16:39.552791
D265,R442,duplicate,Reason for duplicate,2026-02-10 09:16:39.552795
D266,R160,invalid,Reason for invalid,2026-02-10 09:16:39.552800
D267,R414,duplicate,Reason for duplicate,2026-02-10 09:16:39.552805
D268,R160,invalid,Reason for invalid,2026-02-10 09:16:39.552809
D269,R277,valid,Reason for valid,2026-02-10 09:16:39.552814
D270,R449,duplicate,Reason for duplicate,2026-02-10 09:16:39.552819
D271,R159,invalid,Reason for invalid,2026-02-10 09:16:39.552823
D272,R139,valid,Reason for valid,2026-02-10 09:16:39.552827
D273,R025,valid,Reason for valid,2026-02-10 09:16:39.552831
D274,R131,valid,Reason for valid,2026-02-10 09:16:39.552836
D275,R282,valid,Reason for valid,2026-02-10 09:16:39.552840
D276,R004,duplicate,Reason for duplicate,2026-02-10 09:16:39.552844
D277,R300,invalid,Reason for invalid,2026-02-10 09:16:39.552848
D278,R416,valid,Reason for valid,2026-02-10 09:16:39.552852
D279,R469,valid,Reason for valid,2026-02-10 09:16:39.552857
D280,R386,duplicate,Reason for duplicate,2026-02-10 09:16:39.552862
D281,R161,invalid,Reason for invalid,2026-02-10 09:16:39.552867
D282,R064,invalid,Reason for invalid,2026-02-10 09:16:39.552871
D283,R110,invalid,Reason for invalid,2026-02-10 09:16:39.552875
D284,R286,invalid,Reason for invalid,2026-02-10 09:16:39.552880
D285,R473,duplicate,Reason for duplicate,2026-02-10 09:16:39.552887
D286,R049,invalid,Reason for invalid,2026-02-10 09:16:39.552892
D287,R422,duplicate,Reason for duplicate,2026-02-10 09:16:39.552896
D288,R238,duplicate,Reason for duplicate,2026-02-10 09:16:39.552900
D289,R175,duplicate,Reason for duplicate,2026-02-10 09:16:39.552904
D290,R035,valid,Reason for valid,2026-02-10 09:16:39.552908
D291,R588,valid,Reason for valid,2026-02-10 09:16:39.552913
D292,R165,valid,Reason for valid,2026-02-10 09:16:39.552917
D293,R587,duplicate,Reason for duplicate,2026-02-10 09:16:39.552921
D294,R400,invalid,Reason for invalid,2026-02-10 09:16:39.552926
D295,R200,valid,Reason for valid,2026-02-10 09:16:39.552930
D296,R061,duplicate,Reason for duplicate,2026-02-10 09:16:39.552934
D297,R002,duplicate,Reason for duplicate,2026-02-10 09:16:39.552938
D298,R356,valid,Reason for valid,2026-02-10 09:16:39.552943
D299,R407,invalid,Reason for invalid,2026-02-10 09:16:39.552947
D300,R398,invalid,Reason for invalid,2026-02-10 09:16:39.552951
